Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
7-Mar-25,EQ,"5,094.40","5,131.40","5,073.00","5,094.40","5,130.00","5,100.70","5,107.74","5,575.50","3,672.00","5,90,548","3,01,63,62,905.80","41,109"
10-Mar-25,EQ,"5,123.00","5,130.00","4,970.65","5,100.70","4,972.50","4,990.55","5,034.16","5,575.50","3,672.00","3,16,750","1,59,45,70,036.00","45,702"
11-Mar-25,EQ,"4,950.00","5,010.00","4,912.05","4,990.55","5,005.00","4,985.55","4,974.06","5,575.50","3,672.00","2,28,128","1,13,47,23,076.30","37,829"
12-Mar-25,EQ,"4,985.00","5,039.90","4,960.50","4,985.55","5,024.25","5,017.45","5,002.67","5,575.50","3,672.00","2,35,018","1,17,57,18,163.25","32,220"
13-Mar-25,EQ,"5,030.50","5,047.50","4,965.05","5,017.45","5,010.00","5,015.25","5,013.03","5,575.50","3,672.00","2,65,867","1,33,28,00,406.45","36,902"
17-Mar-25,EQ,"4,935.00","5,076.95","4,935.00","5,015.25","5,050.20","5,050.25","5,041.14","5,575.50","3,672.00","2,87,729","1,45,04,81,743.10","46,074"
18-Mar-25,EQ,"5,066.20","5,145.00","5,065.70","5,050.25","5,104.80","5,127.40","5,110.59","5,575.50","3,672.00","3,28,246","1,67,75,30,597.10","45,966"
19-Mar-25,EQ,"5,131.00","5,139.60","5,054.60","5,127.40","5,105.00","5,100.90","5,095.40","5,575.50","3,672.00","4,17,978","2,12,97,66,250.95","46,552"
20-Mar-25,EQ,"5,129.00","5,258.95","5,113.30","5,100.90","5,234.00","5,229.35","5,217.16","5,575.50","3,672.00","4,91,655","2,56,50,42,227.50","59,222"
21-Mar-25,EQ,"5,249.15","5,327.95","5,230.35","5,229.35","5,315.05","5,305.95","5,293.80","5,575.50","3,672.00","4,14,691","2,19,52,92,214.05","37,927"
24-Mar-25,EQ,"5,325.50","5,456.00","5,312.90","5,305.95","5,426.00","5,424.20","5,396.93","5,575.50","3,886.10","3,16,612","1,70,87,33,454.55","41,935"
25-Mar-25,EQ,"5,460.00","5,499.85","5,401.20","5,424.20","5,419.00","5,431.25","5,446.79","5,575.50","3,886.10","3,24,007","1,76,47,97,359.05","56,087"
26-Mar-25,EQ,"5,433.90","5,495.00","5,390.00","5,431.25","5,398.00","5,403.30","5,439.06","5,575.50","3,886.10","3,84,678","2,09,22,87,790.45","57,741"
27-Mar-25,EQ,"5,329.45","5,405.00","5,300.00","5,403.30","5,347.00","5,345.75","5,354.87","5,575.50","3,886.10","6,03,145","3,22,97,64,426.70","70,233"
28-Mar-25,EQ,"5,363.00","5,408.35","5,322.45","5,345.75","5,345.25","5,347.70","5,358.56","5,575.50","3,886.10","2,86,609","1,53,58,10,547.55","44,226"
1-Apr-25,EQ,"5,365.55","5,525.00","5,266.10","5,347.70","5,301.15","5,307.20","5,355.30","5,575.50","3,886.10","5,62,006","3,00,97,10,486.45","75,797"
2-Apr-25,EQ,"5,361.70","5,393.95","5,311.25","5,307.20","5,322.00","5,355.50","5,346.81","5,575.50","3,886.10","3,65,908","1,95,64,39,645.00","48,174"
3-Apr-25,EQ,"5,265.00","5,408.30","5,265.00","5,355.50","5,372.50","5,379.15","5,376.68","5,575.50","3,886.10","2,24,286","1,20,59,13,794.90","29,951"
4-Apr-25,EQ,"5,350.95","5,355.10","5,230.00","5,379.15","5,240.25","5,247.90","5,284.10","5,575.50","3,886.10","2,61,887","1,38,38,37,506.95","39,560"
7-Apr-25,EQ,"5,000.00","5,167.40","4,999.95","5,247.90","5,078.40","5,065.25","5,076.21","5,575.50","4,011.60","5,19,173","2,63,54,31,026.15","53,428"
8-Apr-25,EQ,"5,165.55","5,269.00","5,109.80","5,065.25","5,238.95","5,231.35","5,205.77","5,575.50","4,011.60","3,55,195","1,84,90,63,541.90","55,452"
9-Apr-25,EQ,"5,270.55","5,324.00","5,182.35","5,231.35","5,254.95","5,258.30","5,258.03","5,575.50","4,011.60","4,72,302","2,48,33,77,124.10","61,725"
11-Apr-25,EQ,"5,290.00","5,409.00","5,290.00","5,258.30","5,339.40","5,350.90","5,359.34","5,575.50","4,011.60","5,00,528","2,68,25,00,702.50","53,726"
15-Apr-25,EQ,"5,464.00","5,557.00","5,399.00","5,350.90","5,549.50","5,529.00","5,497.10","5,575.50","4,193.75","5,42,322","2,98,11,95,788.50","63,928"
16-Apr-25,EQ,"5,549.00","5,630.00","5,539.00","5,529.00","5,600.00","5,615.50","5,599.42","5,630.00","4,193.75","7,34,279","4,11,15,33,746.00","65,271"
17-Apr-25,EQ,"5,615.50","5,715.50","5,576.00","5,615.50","5,663.00","5,678.50","5,662.56","5,715.50","4,193.75","5,64,357","3,19,57,03,020.00","79,735"
21-Apr-25,EQ,"5,695.50","5,857.50","5,643.50","5,678.50","5,808.00","5,810.50","5,784.39","5,857.50","4,253.85","5,51,547","3,19,03,60,229.50","46,644"
22-Apr-25,EQ,"5,811.00","5,906.50","5,766.50","5,810.50","5,789.00","5,784.00","5,830.24","5,906.50","4,253.85","4,59,537","2,67,92,13,179.50","52,379"
23-Apr-25,EQ,"5,789.00","5,816.50","5,605.50","5,784.00","5,730.00","5,740.00","5,712.56","5,906.50","4,253.85","5,82,611","3,32,82,02,930.00","71,511"
24-Apr-25,EQ,"5,736.00","5,774.50","5,620.00","5,740.00","5,632.00","5,650.50","5,678.29","5,906.50","4,253.85","5,03,663","2,85,99,43,645.50","59,332"
25-Apr-25,EQ,"5,662.50","5,668.00","5,517.50","5,650.50","5,560.00","5,575.50","5,580.77","5,906.50","4,253.85","4,57,510","2,55,32,58,451.00","45,892"
28-Apr-25,EQ,"5,580.50","5,658.00","5,550.50","5,575.50","5,618.00","5,622.00","5,618.00","5,906.50","4,253.85","4,03,569","2,26,72,50,051.00","58,261"
29-Apr-25,EQ,"5,626.50","5,691.50","5,508.00","5,622.00","5,574.50","5,579.00","5,570.01","5,906.50","4,253.85","3,09,552","1,72,42,07,968.00","48,124"
30-Apr-25,EQ,"5,605.00","5,605.00","5,505.50","5,579.00","5,573.50","5,567.00","5,558.91","5,906.50","4,253.85","5,09,786","2,83,38,53,646.00","53,509"
2-May-25,EQ,"5,560.00","5,560.00","5,376.00","5,567.00","5,428.00","5,437.50","5,436.49","5,906.50","4,253.85","6,95,557","3,78,13,88,630.50","72,873"
5-May-25,EQ,"5,469.50","5,480.00","5,411.00","5,437.50","5,473.00","5,460.50","5,450.54","5,906.50","4,253.85","3,20,466","1,74,67,13,176.00","36,689"
6-May-25,EQ,"5,460.50","5,597.00","5,440.50","5,460.50","5,505.00","5,515.00","5,542.36","5,906.50","4,253.85","5,14,699","2,85,26,46,553.00","51,260"
7-May-25,EQ,"5,460.50","5,571.00","5,452.50","5,515.00","5,468.50","5,489.00","5,506.44","5,906.50","4,253.85","3,49,955","1,92,70,04,526.00","39,958"
8-May-25,EQ,"5,463.50","5,488.50","5,339.50","5,489.00","5,355.00","5,372.50","5,403.54","5,906.50","4,253.85","6,09,858","3,29,53,92,532.50","58,774"
9-May-25,EQ,"5,295.00","5,340.50","5,260.50","5,372.50","5,328.00","5,324.00","5,300.75","5,906.50","4,253.85","4,12,056","2,18,42,04,245.50","73,452"
12-May-25,EQ,"5,505.00","5,541.00","5,414.00","5,324.00","5,525.00","5,520.00","5,498.63","5,906.50","4,253.85","3,27,631","1,80,15,22,776.00","37,927"
13-May-25,EQ,"5,506.50","5,553.50","5,392.50","5,520.00","5,424.00","5,419.00","5,443.59","5,906.50","4,253.85","4,16,275","2,26,60,29,794.50","44,047"
14-May-25,EQ,"5,430.00","5,477.50","5,360.00","5,419.00","5,447.00","5,446.50","5,434.81","5,906.50","4,253.85","3,15,866","1,71,66,70,532.00","39,786"
15-May-25,EQ,"5,500.00","5,548.00","5,360.00","5,446.50","5,473.50","5,466.00","5,456.86","5,906.50","4,253.85","19,30,277","10,53,32,43,960.50","1,68,706"
16-May-25,EQ,"5,504.00","5,585.50","5,491.00","5,466.00","5,509.00","5,509.50","5,538.12","5,906.50","4,253.85","6,38,327","3,53,51,29,664.00","59,243"
19-May-25,EQ,"5,510.00","5,628.00","5,509.50","5,509.50","5,528.00","5,530.00","5,578.23","5,906.50","4,253.85","6,54,074","3,64,85,76,594.50","60,514"
20-May-25,EQ,"5,550.00","5,557.50","5,380.00","5,530.00","5,405.00","5,387.50","5,435.94","5,906.50","4,253.85","4,02,780","2,18,94,87,870.50","45,586"
21-May-25,EQ,"5,410.00","5,477.50","5,385.00","5,387.50","5,400.00","5,409.00","5,423.61","5,906.50","4,253.85","3,00,888","1,63,18,99,312.00","38,013"
22-May-25,EQ,"5,382.00","5,410.00","5,320.00","5,409.00","5,410.00","5,387.00","5,361.56","5,906.50","4,253.85","4,61,736","2,47,56,25,468.50","76,138"
23-May-25,EQ,"5,390.00","5,437.50","5,376.00","5,387.00","5,394.00","5,400.00","5,408.26","5,906.50","4,253.85","2,82,287","1,52,66,80,570.50","32,913"
26-May-25,EQ,"5,403.00","5,473.00","5,400.50","5,400.00","5,430.00","5,427.50","5,440.24","5,906.50","4,253.85","3,37,099","1,83,39,00,134.50","33,503"
27-May-25,EQ,"5,420.00","5,445.00","5,376.00","5,427.50","5,400.00","5,389.50","5,401.15","5,906.50","4,253.85","4,52,769","2,44,54,71,132.00","37,010"
28-May-25,EQ,"5,405.00","5,409.50","5,314.00","5,389.50","5,327.00","5,326.50","5,356.41","5,906.50","4,253.85","3,80,066","2,03,57,88,941.00","38,173"
29-May-25,EQ,"5,328.50","5,396.50","5,287.00","5,326.50","5,385.00","5,379.00","5,339.18","5,906.50","4,253.85","7,04,795","3,76,30,24,490.00","62,260"
30-May-25,EQ,"5,378.00","5,403.00","5,319.50","5,379.00","5,354.00","5,333.50","5,341.16","5,906.50","4,253.85","9,15,804","4,89,14,53,357.00","45,261"
2-Jun-25,EQ,"5,340.00","5,385.00","5,316.50","5,333.50","5,354.00","5,361.00","5,353.38","5,906.50","4,253.85","4,75,698","2,54,65,93,593.50","46,385"
3-Jun-25,EQ,"5,414.00","5,414.00","5,296.00","5,361.00","5,349.50","5,354.00","5,344.09","5,906.50","4,253.85","4,79,572","2,56,28,74,610.00","50,431"
4-Jun-25,EQ,"5,340.00","5,385.50","5,296.50","5,354.00","5,300.00","5,319.50","5,331.78","5,906.50","4,253.85","3,21,913","1,71,63,70,679.00","29,585"
5-Jun-25,EQ,"5,331.50","5,338.00","5,284.00","5,319.50","5,304.00","5,308.50","5,312.63","5,906.50","4,253.85","4,59,910","2,44,33,32,513.50","42,372"
6-Jun-25,EQ,"5,290.50","5,405.00","5,261.50","5,308.50","5,400.00","5,394.00","5,356.36","5,906.50","4,253.85","5,38,092","2,88,22,14,777.00","35,768"
9-Jun-25,EQ,"5,422.00","5,444.00","5,377.50","5,394.00","5,385.00","5,391.00","5,398.89","5,906.50","4,508.75","2,70,949","1,46,28,22,691.00","35,086"
10-Jun-25,EQ,"5,426.00","5,426.00","5,370.50","5,391.00","5,385.00","5,377.50","5,402.05","5,906.50","4,508.75","3,30,659","1,78,62,36,446.00","29,507"
11-Jun-25,EQ,"5,370.00","5,434.50","5,342.50","5,377.50","5,351.00","5,352.00","5,381.13","5,906.50","4,508.75","3,66,787","1,97,37,27,227.50","30,369"
12-Jun-25,EQ,"5,351.00","5,375.00","5,302.00","5,352.00","5,310.00","5,315.50","5,337.23","5,906.50","4,508.75","3,37,217","1,79,98,03,413.50","33,291"
13-Jun-25,EQ,"5,280.00","5,333.50","5,219.50","5,315.50","5,323.00","5,319.00","5,278.56","5,906.50","4,508.75","4,14,671","2,18,88,67,378.00","42,748"
16-Jun-25,EQ,"5,305.00","5,381.50","5,305.00","5,319.00","5,361.00","5,365.00","5,358.16","5,906.50","4,508.75","2,94,926","1,58,02,60,313.50","25,549"
17-Jun-25,EQ,"5,381.00","5,391.00","5,311.00","5,365.00","5,344.00","5,341.00","5,339.26","5,906.50","4,508.75","7,10,729","3,79,47,69,797.00","53,099"
18-Jun-25,EQ,"5,334.00","5,463.00","5,307.50","5,341.00","5,385.00","5,393.00","5,415.71","5,906.50","4,508.75","7,74,670","4,19,53,87,934.50","60,126"
19-Jun-25,EQ,"5,410.00","5,506.50","5,405.00","5,393.00","5,485.00","5,493.50","5,478.39","5,906.50","4,508.75","9,23,400","5,05,87,45,930.00","80,537"
20-Jun-25,EQ,"5,530.00","5,542.00","5,495.00","5,493.50","5,512.00","5,525.00","5,518.10","5,906.50","4,508.75","7,76,879","4,28,68,93,003.00","53,725"
23-Jun-25,EQ,"5,495.00","5,560.00","5,479.50","5,525.00","5,548.50","5,552.50","5,525.16","5,906.50","4,508.75","2,47,519","1,36,75,82,041.50","32,800"
24-Jun-25,EQ,"5,589.00","5,639.50","5,560.00","5,552.50","5,630.00","5,629.00","5,618.65","5,906.50","4,508.75","5,79,369","3,25,52,73,993.00","49,067"
25-Jun-25,EQ,"5,632.00","5,652.50","5,567.50","5,629.00","5,576.50","5,576.00","5,594.50","5,906.50","4,508.75","4,49,222","2,51,31,71,330.00","50,239"
26-Jun-25,EQ,"5,576.50","5,622.50","5,512.00","5,576.00","5,598.50","5,611.50","5,567.61","5,906.50","4,508.75","7,88,150","4,38,81,10,050.50","69,602"
27-Jun-25,EQ,"5,615.00","5,685.00","5,595.00","5,611.50","5,630.00","5,660.00","5,655.30","5,906.50","4,508.75","4,13,724","2,33,97,32,922.00","45,398"
30-Jun-25,EQ,"5,660.00","5,683.50","5,613.00","5,660.00","5,640.00","5,656.50","5,647.33","5,906.50","4,508.75","3,40,049","1,92,03,67,587.00","49,539"
1-Jul-25,EQ,"5,656.50","5,749.00","5,632.50","5,656.50","5,715.00","5,715.50","5,693.98","5,906.50","4,508.75","5,34,027","3,04,07,39,118.50","77,456"
2-Jul-25,EQ,"5,687.00","5,745.00","5,687.00","5,715.50","5,721.50","5,722.50","5,726.26","5,906.50","4,508.75","2,99,925","1,71,74,49,624.00","29,717"
3-Jul-25,EQ,"5,710.00","5,774.50","5,700.00","5,722.50","5,706.00","5,716.00","5,734.88","5,906.50","4,508.75","3,35,537","1,92,42,63,339.00","36,958"
4-Jul-25,EQ,"5,715.50","5,715.50","5,620.00","5,716.00","5,625.50","5,629.00","5,646.90","5,906.50","4,508.75","1,85,006","1,04,47,10,903.50","27,114"
7-Jul-25,EQ,"5,630.00","5,700.00","5,625.00","5,629.00","5,688.00","5,682.50","5,679.78","5,906.50","4,508.75","2,27,078","1,28,97,52,270.00","35,672"
8-Jul-25,EQ,"5,705.00","5,705.00","5,648.50","5,682.50","5,671.00","5,679.50","5,670.08","5,906.50","4,508.75","1,80,630","1,02,41,86,555.50","28,345"
9-Jul-25,EQ,"5,671.00","5,718.50","5,669.50","5,679.50","5,692.00","5,695.00","5,693.32","5,906.50","4,508.75","1,77,978","1,01,32,85,744.00","23,413"
10-Jul-25,EQ,"5,692.00","5,705.00","5,635.00","5,695.00","5,649.00","5,652.00","5,662.51","5,906.50","4,508.75","1,89,074","1,07,06,32,542.50","24,052"
11-Jul-25,EQ,"5,632.00","5,683.50","5,589.00","5,652.00","5,606.50","5,612.50","5,624.67","5,906.50","4,508.75","5,22,930","2,94,13,10,302.00","37,443"
14-Jul-25,EQ,"5,606.50","5,615.50","5,520.50","5,612.50","5,541.50","5,540.50","5,541.75","5,906.50","4,508.75","5,03,684","2,79,12,92,671.00","55,178"
15-Jul-25,EQ,"5,590.00","5,642.50","5,568.50","5,540.50","5,593.50","5,591.00","5,597.33","5,906.50","4,508.75","7,15,066","4,00,24,63,291.00","54,293"
16-Jul-25,EQ,"5,600.00","5,633.50","5,540.00","5,591.00","5,627.00","5,626.50","5,596.52","5,906.50","4,508.75","2,26,544","1,26,78,57,753.50","26,443"
17-Jul-25,EQ,"5,668.00","5,683.00","5,628.00","5,626.50","5,650.00","5,650.00","5,648.11","5,906.50","4,508.75","3,91,603","2,21,18,16,522.00","35,069"
18-Jul-25,EQ,"5,664.00","5,681.50","5,611.50","5,650.00","5,620.50","5,627.50","5,639.27","5,906.50","4,508.75","2,54,828","1,43,70,44,289.00","31,578"
21-Jul-25,EQ,"5,597.00","5,627.00","5,540.50","5,627.50","5,561.50","5,558.00","5,576.75","5,906.50","4,508.75","1,90,717","1,06,35,81,958.00","24,111"
22-Jul-25,EQ,"5,470.00","5,539.00","5,433.50","5,558.00","5,441.00","5,439.50","5,465.19","5,906.50","4,508.75","5,17,944","2,83,06,61,630.50","44,796"
23-Jul-25,EQ,"5,432.00","5,462.00","5,422.00","5,439.50","5,448.50","5,441.50","5,442.73","5,906.50","4,508.75","3,44,237","1,87,35,89,562.50","24,869"
24-Jul-25,EQ,"5,440.00","5,502.00","5,434.00","5,441.50","5,472.50","5,469.00","5,469.26","5,906.50","4,508.75","2,84,450","1,55,57,30,401.50","25,691"
25-Jul-25,EQ,"5,480.00","5,480.00","5,372.50","5,469.00","5,425.00","5,433.00","5,415.64","5,906.50","4,508.75","2,92,877","1,58,61,15,194.50","32,791"
28-Jul-25,EQ,"5,433.00","5,456.00","5,357.00","5,433.00","5,380.00","5,386.00","5,399.61","5,906.50","4,508.75","3,22,292","1,74,02,51,611.50","42,807"
29-Jul-25,EQ,"5,390.00","5,484.00","5,353.00","5,386.00","5,479.50","5,470.50","5,428.76","5,906.50","4,508.75","2,17,256","1,17,94,31,610.00","25,599"
30-Jul-25,EQ,"5,465.00","5,556.50","5,440.00","5,470.50","5,490.00","5,481.00","5,499.77","5,906.50","4,508.75","2,66,223","1,46,41,66,268.50","44,329"
31-Jul-25,EQ,"5,450.00","5,510.00","5,386.50","5,481.00","5,463.50","5,468.50","5,457.85","5,906.50","4,508.75","3,07,018","1,67,56,56,765.00","45,762"
1-Aug-25,EQ,"5,551.00","5,670.00","5,475.00","5,468.50","5,518.00","5,528.00","5,574.77","5,906.50","4,508.75","14,08,773","7,85,35,87,520.00","1,24,153"
4-Aug-25,EQ,"5,527.50","5,670.00","5,520.00","5,528.00","5,615.00","5,621.00","5,623.08","5,906.50","4,508.75","5,05,407","2,84,19,44,721.50","49,280"
5-Aug-25,EQ,"5,625.00","5,690.00","5,584.50","5,621.00","5,684.00","5,681.00","5,642.95","5,906.50","4,508.75","4,58,305","2,58,61,93,886.50","54,068"
6-Aug-25,EQ,"5,684.50","5,712.50","5,651.00","5,681.00","5,665.50","5,668.00","5,678.55","5,906.50","4,508.75","2,02,535","1,15,01,06,104.00","32,770"
7-Aug-25,EQ,"5,660.00","5,694.50","5,588.00","5,668.00","5,676.50","5,681.50","5,636.83","5,906.50","4,508.75","2,66,900","1,50,44,70,137.00","26,328"
8-Aug-25,EQ,"5,681.50","5,711.50","5,655.50","5,681.50","5,670.50","5,663.00","5,679.12","5,906.50","4,508.75","3,73,874","2,12,32,75,605.50","35,756"
11-Aug-25,EQ,"5,677.00","5,708.50","5,652.50","5,663.00","5,678.50","5,671.50","5,676.30","5,906.50","4,508.75","4,75,811","2,70,08,44,083.50","49,872"
12-Aug-25,EQ,"5,679.50","5,694.00","5,643.00","5,671.50","5,657.50","5,658.00","5,663.57","5,906.50","4,508.75","4,29,572","2,43,29,09,670.50","37,473"
13-Aug-25,EQ,"5,658.00","5,757.50","5,648.50","5,658.00","5,710.00","5,714.50","5,719.96","5,906.50","4,508.75","4,27,562","2,44,56,39,584.00","39,927"
14-Aug-25,EQ,"5,710.00","5,785.50","5,710.00","5,714.50","5,746.50","5,764.00","5,755.47","5,906.50","4,508.75","4,15,010","2,38,85,79,588.50","44,835"
18-Aug-25,EQ,"5,880.00","6,024.50","5,825.50","5,764.00","5,915.00","5,912.00","5,933.82","6,024.50","4,508.75","12,88,582","7,64,62,07,203.00","1,11,916"
19-Aug-25,EQ,"5,918.00","5,995.00","5,891.50","5,912.00","5,936.00","5,938.50","5,958.13","6,024.50","4,508.75","8,43,617","5,02,63,80,733.50","70,700"
20-Aug-25,EQ,"5,964.00","5,969.50","5,905.00","5,938.50","5,935.00","5,937.50","5,931.02","6,024.50","4,508.75","5,10,626","3,02,85,35,321.00","70,969"
21-Aug-25,EQ,"5,990.00","5,992.50","5,898.00","5,937.50","5,967.00","5,975.00","5,939.00","6,024.50","4,508.75","4,99,089","2,96,40,89,259.00","38,496"
22-Aug-25,EQ,"5,970.00","5,973.00","5,913.50","5,975.00","5,930.00","5,924.50","5,943.13","6,024.50","4,508.75","2,73,421","1,62,49,77,596.00","39,708"
